asin,rating,review_title,review_text,review_date,year,sentiment,product_title,main_category,price
B00AYBKJFG,5.0,Great!,On time and right part.  Great!,2018-06-01 01:12:05.190000057,2018,Positive,LG Electronics 4681EA2001T Washing Machine Drain Pump and Motor Assembly,Tools & Home Improvement,
B00A8O08C8,5.0,Works Great,"I had a fan going out in my refrigerator and it started making a horrible noise.  A little while later, the refrigerator started running warm.  This fan was easy to install and solved both problems.",2014-03-07 22:28:40.000000000,2014,Positive,GE WR60X10257 Genuine OEM Evaporator Fan Motor for GE Refrigerators,Tools & Home Improvement,$91.60
B093L7GPTL,5.0,Worked perfectly!,Arrived in a timely manner and easy to install.  Fit perfectly.,2022-12-31 13:43:50.887000084,2022,Positive,[UPGRADE] WPW10321304 Refrigerator Door Shelf Replacement (2 Pack) Compatible with Whirlpool Fridge Door Bin WRS325FDAM04 WRS325FDAM02 WSF26C3EXF01 WRS325FDAM01 ED5FVGXWS07 - Replace AP6019471 2179574 2179575,Appliances,$29.98
B01KJ2FVFW,5.0,Five Stars,great,2017-11-14 18:43:49.088999987,2017,Positive,K&J 12-Pack of Cuisinart Compatible Replacement Charcoal Water Filters for Coffee Makers - Fits all Cuisinart and Braun BrewSense Coffee Makers,Amazon Home,$16.80
B08VSJX6BV,1.0,Lasted 2 weeks,The last bearing I got from Amazon lasted 6 months but these last ones I got lasted 2 weeks so I just got rid of the washer and bought a new one. The whirlpool original bearings lasted 18 plus years. I would not recommend these Pilida bearings kits at all.,2022-12-16 23:03:39.016999960,2022,Negative,Pilida Bearing Seal Kit Assembly with Shaft and Tool Set W10435302 W10447783 Compatible with Cabrio,Tools & Home Improvement,
B00KTFAWYU,4.0,Four Stars,"I am very happy with the egg cartons that I ordered, and even happier with the quick delivery.",2015-10-20 05:11:58.000000000,2015,Positive,Clear Plastic Premium Eco-Friendly Egg Carton - Holds 6 Eggs Securely,Amazon Home,
B07CPFDGF9,5.0,Defrost controller,It was easy to install and it works great,2023-01-05 04:00:08.000999928,2023,Positive,𝟐𝟎𝟐𝟑 𝙐𝗽𝒈𝒓𝒂𝒅𝒆𝒅 W10366605 Adaptive Defrost Control Board for Whirlpool Referigerator WPW10366605 by Ketofa,Tools & Home Improvement,$22.99
B07XVTY8ND,5.0,Great value...,Perfect!,2020-05-23 06:30:09.463999987,2020,Positive,PRYSM Spray Arm Replaces 5304518927,Tools & Home Improvement,$34.99
B000FG8TNE,1.0,One Star,was not the size I wanted and did NOT fit in the coffee machine it was paired with.,2018-04-21 20:47:25.036000013,2018,Negative,"CAFÉ BREW COLLECTION 4 Cup Gold Permanent Coffee Filter, Golden Stainless Steel",Amazon Home,$7.49
B00ANUEWQK,5.0,cooler shelf clip,these fit perfect.,2021-07-12 15:14:45.395999908,2021,Positive,True 912280 Shelf Clip Kit for True Refrigerated Merchandisers,Appliances,$15.00
B08QBLKNFX,5.0,Game changer,This thing is a game changer!!! Now my front load washer never “accidentally” gets closed by my kids. Keeps it from getting mildewy and stinky. Highly recommend!!!,2021-04-03 00:53:20.653000116,2021,Positive,Prop and Stop – Front Load Washer Door Holder: Dry Properly/Prevent Odors! with Set of Our Whimsical Laundry Minder Magnets,Appliances,
B07Y9S7L29,5.0,Easy install replacement and good price,Easy install replacement and good price. Hope I get the time they advertise,2021-01-29 23:17:14.030999899,2021,Positive,"AQUA CREST 5 Years Capacity -Inline Water Filter for Refrigerator with 1/4-Inch Direct Connect Fittings, Idea for Ice Maker, Refrigerator, RO System, In Line Water Line Filter, Reduces PFAS/PFOA/PFOS",Tools & Home Improvement,$18.99
B09XBX6JX6,5.0,Quiet. So quiet. Refrigerator cooler than ever!,"My refrigerator has been fluctuating between 35-45 degrees at times and the existing fan (which was a different brand purchased here on Amazon) was beginning to get loud. I replaced that fan with this one and it was sub 30 las time I checked. I may have to increase the temp to keep things from freezing! So quiet now, and not what I've been used to over the last 2 years with the other fan. Worth the extra $10 for this fan.",2023-04-13 12:33:19.888000011,2023,Positive,ForeverPRO WR60X26866 Evaporator Fan Motor for GE Refrigerator WR02X13733 WR60X10341 WR60X10356 WR60X24303,Tools & Home Improvement,$27.99
B07BVB3T5M,5.0,Exactly what I needed,"So...explaining to my husband that I broke the old handle off of our dryer with my chimp strength was a little rough.  THANKFULLY, Amazon is amazing and they have everything you can think of, even handles to replace the broken ones on a dryer.  Not only is this great for the price, they're pretty sturdy and well made.  Now I have an extra one, just in case I break this new one while flexing my laundry muscles.",2019-04-12 14:55:11.594000101,2019,Positive,BlueStars [Unbreakable] W10861225 Dryer Door Handle Replacement Part Easy to Install - Exact Fit for Whirlpool & Kenmore Dryers - Replaces AP5999398 PS11731583 W10714516 W10861225VP - Pack of 2,Appliances,$8.49
B085FSZ8DP,4.0,Easy install,Was an easy install went right in like the original so far so good,2022-12-17 23:49:13.032000065,2022,Positive,Ultra Durable 2315539 Refrigerator Evaporator Fan Motor Replacement Part by Blue Stars – Exact Fit for Whirlpool & Kenmore Refrigerators – Replaces WP2315539 W10438708 PS11740359 2219689,Appliances,$18.99
B01KR1IZK8,5.0,FITS PERFECTLY,Easy to fit onto the hood.,2019-07-22 19:15:52.089999914,2019,Positive,Broan SNTK7504000 Range Hood Light Lens Genuine Original Equipment Manufacturer (OEM) Part,Appliances,$23.95
B07Z9Q8GKG,5.0,Perfect fit!,Replaced the old part and it worked like new!,2022-06-02 03:41:55.207999945,2022,Positive,Supplying Demand 316436001 316021501 Electric Range Large Surface Element Infinite Switch Replacement,Industrial & Scientific,$28.99
B084P1TGCK,5.0,Cheap and much needed!,Glad these were available for me to replace for my dryer! Easy and simple! Fast shipping! Worth the $!,2022-01-31 18:23:57.236999989,2022,Positive,"IKSA For Dryer Whirlpool, Maytag, Kenmore Repair and Maintenance Replacement Kit 4392067",Appliances,$18.69
B00M0YNECU,5.0,Terrific fix for a garage refrigerator,"After thirty years, we replaced the spare refrigerator in our garage.  Thinking that our great experience with our old refrigerator made us smart, we chose to ignore the warning from the salesman about garage use on cheap Frigidaires.  Sure enough, we had melted ice cream the first time that the garage dropped below 50 degrees.  This kit is easy to install and fixed the problem completely.  We do not use the refrigerator often.  Otherwise, I would have installed a switch to shut this heater off during the warmer months.  Frigidaire should offer this as a low cost option on new refrigerators.",2019-01-25 10:25:29.743000031,2019,Positive,Frigidaire 5303918301 Garage Heater Kit Refrigerator,Tools & Home Improvement,$25.95
B0763SMSDM,5.0,Easy installation,Works perfectly!!<br />Easy to install.,2018-11-08 19:58:39.414999962,2018,Positive,PRYSM Evaporator Motor for Replaces WR60X10307,Tools & Home Improvement,$21.99
B078MGY2CS,4.0,Most useful item in an apartment,"Small, quiet and useful",2020-02-15 12:37:08.259999990,2020,Positive,"Giantex Full-Automatic Washing Machine Portable Compact 1.34 Cu.ft Laundry Washer Spin with Drain Pump, 10 programs 8 Water Level Selections with LED Display 9.92 Lbs Capacity",Appliances,$245.99
B07Q41BN64,5.0,A new oven for 20 bucks.,My son in law easily took old one out and slipped the new one in with ease.,2019-08-14 12:23:52.845999956,2019,Positive,"Endurance Pro W10308477 Bake Element Replacement for Whirlpool, Maytag, KitchenAid, Jenn-Air, Magic Chef, Amana, Admiral, Norge",Tools & Home Improvement,$26.01
B075J8P21L,3.0,Bearing didn't last for more than 2 months; might be a one-off (outlier),"[[VIDEOID:360fa5c3c1cba2a932bfb8c9b698e9f2]] I purchased this back in April of 2020 and installed it right away. I have to admit that when it was first installed that it was absolutely quiet and worked great. The price is reasonable and the items that comes within the kit is all you need to put it together. However, after 2 months of use, the washing machine sounds like the bearings are once again starting to fail.  Doing this repair  is relatively easy but it's very time-consuming. Note that there are alot of YouTube videos to help and if you clean the drum like I did, pretty messy. I recommend using a pressure washer in doing so. I happened to loan mine out to my brother in law at the time, but I digress. Now I'm pretty disappointed that it failed. Personally knowing how durable bearings are or should be I'm going to assume this is a one-off or like others refer to as an outlier and try this product again. I'm also trying this product again because it's also relatively inexpensive. I will follow up with my experiences to let you all know my opinion to whether it's really worth it or not to purchase this product. I added a , written and directed by me, so I'd like to warn you that I'm no Steven Spielberg.",2020-06-14 16:17:31.207999945,2020,Neutral,"XiKe 4036ER2004A, 4036ER4001B, 4280FR4048E and 4280FR4048L Front Load Washer Tub Bearing ＆ Seal Kit Rotate Quiet and Durable, Replacement for LG and Kenmore Etc.",Appliances,$29.99
B0089VAAF2,1.0,Did Not Fit Properly - No water flow,This filter did not fit my Samsung refrigerator like described. No water came out of the dispenser at all. Will not purchase again,2014-05-20 14:03:34.000000000,2014,Negative,"WaterSentinel WSS-2 Refrigerator Replacement Filter:Fits Samsung DA29-00020B, HAF-CIN/EXP, 46-9101",Tools & Home Improvement,$25.03
B074HLRXMP,2.0,Disappointed how long this filter lasts,"Disappointed how long this filter lasts.  For us, it only lasts about 2 months... then water starts tasting like our tap water.  Was expecting 6 months out of it.  Have tried it twice.  Not sure best option since this is the OEM version and not some knockoff.",2018-07-08 15:42:57.026000023,2018,Negative,"LG LT1000P - 6 Month / 200 Gallon Capacity Replacement Refrigerator Water Filter (NSF42, NSF53, and NSF401) ADQ74793501, ADQ75795105, or AGF80300704 , White",Tools & Home Improvement,$50.74
B01KKUFW34,5.0,Quick delivery...great value,Installs in couple of minutes and works perfectly after initial flush-out,2019-07-17 16:56:13.280999899,2019,Positive,"Pureline GE MWF Water Filter for GE Refrigerators, Replacement for GE MWF, Smartwater WFC1201, Kenmore 46-9991, GE MWF, MWFP, MWFINT, GWF, GWFA Triple Action Filtration, NSF 372 and NSF 42 Certifite",Tools & Home Improvement,$36.96
B00W0YOSIE,5.0,Five Stars,I always order these!,2018-07-04 22:01:01.135999918,2018,Positive,"Refresh Replacement for Frigidaire WF1CB, RF100, RG100, NGRG2000, RF-100, RG-100, NGRG-2000 and Kenmore 9910, 469910, 46-9910 Refrigerator Water Filter (2-Pack)",Tools & Home Improvement,
B072MK61QD,5.0,Great,I am so happy with my Keutig reusable singles they work great in my Keutig one cup coffee machine.,2017-07-14 22:18:53.701999903,2017,Positive,"Youngever 8 Reusable K Cup 2.0 Solo Filter Pod Coffee Stainless Mesh, 8 Rainbow Color",Amazon Home,$12.99
B00PKI7CUS,5.0,Five Stars,All the parts fit and the repair worked perfectly. Well worth the cost.,2015-12-08 14:20:49.000000000,2015,Positive,PS960316 FACTORY OEM GE GENERAL ELECTRIC HOTPOINT DRYER BEARING KIT,Tools & Home Improvement,
B085CNVP5S,5.0,Will buy again,"Love the style and the suction was very good. The vent cover pieces could have been designed better for easier and more stable installation. The fan was louder than expected. I will buy again if they come back into stock. I’ll need 2 more.<br />The price, even though smaller, was much more expensive than the larger one. A typical price gouging strategy. But what can ya do?",2020-06-21 23:42:47.316999912,2020,Positive,"RecPro Curved Glass Range Hood | Vent Hood Kitchen | 24"" Stainless Steel | Curved Tempered Glass Hood | 110V Electric Switch | 3 Speed Motor",Appliances,
B00GTV8F2E,5.0,Fit as expected - great!,"Fit perfectly, as advertised, took less than 5 min. to install.  Saved a couple hundred dollars over buying direct from samsung's website or the appliance repair sites.",2017-09-04 03:57:46.539999962,2017,Positive,SAMSUNG DD82-01121B Dishwasher Basket Adjuster Assembly OEM Original Part,Appliances,$17.27
B075M4M3H6,5.0,Worked great and affordable,Worked great and was easy to install. Only thing I would say is the wire looking part was way longer than the original (not s big deal). Can't beat it for the price.,2020-08-31 13:16:13.673000097,2020,Positive,2198202 Refrigerator Cold Control Thermostat Replacement by BlueStars - Exact Fit for Whirlpool & Kenmore Refrigerators - Replaces 2161284 2198201 PS11739232 AP6006166 WP2198202,Tools & Home Improvement,$12.99
B01MXOV32V,1.0,Waste of money,Black water comes out as soon as you use it. The water taste is foul and bitter. I went back to Lowes and bought the LG water filter. It is well worth it! Cheaper isn't better when it comes to this product.,2022-07-05 06:17:38.552000046,2022,Negative,"EXCELPURE ADQ73613401 Replacement for LG LT800P, ADQ73613402, ADQ736134, ADQ73613408, Kenmore 9490,46-9490, 3PACK, LMXS30776s, LSXS26326S, LSXS26366S, LSXS26366D, LMXC23746S, LMXC23746D, RWF3500A",Tools & Home Improvement,$21.99
B00A5USXYA,5.0,Five Stars,Perfect!,2017-07-21 02:44:42.681999922,2017,Positive,NuTone 5901A000 Fan Blower Wheel Assembly,Amazon Home,$8.00
B00YD2VRIU,5.0,Great Value,"This product was easy to install, water tastes good and you can  not beat the value,",2020-12-16 21:29:14.802000046,2020,Positive,"3-Pack Replacement for Samsung RFG298AARS Refrigerator Water Filter - Compatible with Samsung DA29-00003G, Samsung DA29-00003B, Samsung DA29-00003A Fridge Water Filter Cartridge",Appliances,$31.99
B01J6YKVW2,3.0,"Wrong size way to small, but never sent back",Dislike the size,2021-08-11 23:56:24.062000036,2021,Neutral,Pack of 8 Rubber Grate Foot WB02T10461 Replacement for GE Range,Tools & Home Improvement,$6.02
B0744DMHZP,5.0,Great find!,Product worked well with our coffee pot.,2021-06-26 12:22:27.999000072,2021,Positive,"Charcoal Coffee Filter Replacement for Coffee Maker KCM111 & KCM112, KCM11WF (Set of 12)",Amazon Home,
B004W6IL04,3.0,"Works fine, hope it lasts","Just installed my second one on GE profile and it is working fine, last one only lasted about 18 months before fridge would not defrost, that makes 3 boards including original, not to confident of the manu quality on these",2015-06-01 00:45:07.000000000,2015,Neutral,GE WR55X10956 Genuine OEM Main Control Board Assembly for GE Refrigerators,Appliances,$195.97
B0B14HYNKV,4.0,Pain in the butt to diagnose,"Got a free dishwasher that leaked.  Took the front door off while running and the water was  like waves coming over the corner.  Had a non visible crack so under pressure would spray straight under the door seal.  Oe was 300 bucks, this was 100.  Easy install, no more leaks",2023-03-02 00:51:45.427000046,2023,Positive,Whole Parts Dishwasher Lower Spray Arm Assembly Part # W10195601 - Replacement & Compatible With Some Kenmore and Whirlpool Dishwashers,Tools & Home Improvement,$102.20
B07N4FZ93Z,5.0,Answer to question worked perfectly,I received a quick response if this was the right part for my dishwasher and the repair worked great.,2021-02-24 04:59:23.313999891,2021,Positive,Dishwasher Diverter Motor Shaft Grommet for UNDER DISHWASHER and UNDER SUMP Application,Tools & Home Improvement,$12.99
B00YD2I1Z2,5.0,Great for the price and easy to install,"Dislike, took three days longer to deliver as promised, paid extra for shorter delivery time. But would order again when needed",2022-05-15 00:58:16.246999979,2022,Positive,2-Pack Replacement for GEN11042FR-08 Refrigerator Water Filter - Compatible with Sears/Kenmore GEN11042FR-08 Fridge Water Filter Cartridge,Appliances,$24.99
B005DNT24Y,5.0,Five Stars,Exactly as described.,2015-04-13 17:19:30.000000000,2015,Positive,Samsung DA61-05435A Ice Full Guide,Appliances,$9.85
B00126NABC,5.0,filter,EXCELLENT PRODUCT AND SERVICE. RECIEVED MY FILTER IN A FEW DAYS AND THE PRODUCT WAS OF THE HIGHEST QUALITY. THANKS FOR YOUR GREAT PRODUCT AND SERVICE.,2011-11-08 10:27:59.000000000,2011,Positive,"GE MSWF Refrigerator Water Filter | Certified to Reduce Lead, Sulfur, and 50+ Other Impurities | Replace Every 6 Months for Best Results | Pack of 1",Appliances,$36.99
B09JCNDNXK,3.0,Rgg,It's ok,2022-02-24 02:28:25.233999968,2022,Neutral,"Auto Scrolling Egg Holder For Refrigerator, Large Capacity 36 Count Transparent Plastic Egg Container For Refrigerator, Stackable Fridge Egg Organizer,2-Layer Semi-enclosed Egg Tray Keep Egg Fresh",Tools & Home Improvement,
B08HT3RGW7,5.0,Attach Easily,These are easy to attach and very sturdy. They work very well.,2021-02-24 20:47:53.063999891,2021,Positive,"4 Pack W10195417 UPGRADED Dishwasher Wheels Lower Rack for Maytag Whirlpool Kenmore Kitchen Aid, Dishwasher Parts and Accessories Replacement WPW10195417, W10195417VP, AP4538395",Appliances,
B000UT6A5K,5.0,for the office,"Really helps keep confusion down, and dirty dishes from piling up in the sink.  I got two more for home.",2013-08-31 22:19:31.000000000,2013,Positive,Harold Import Co. 710-HIC Deluxe Dishwasher Alert Adhesive Backing,Amazon Home,
B0714NKFK2,1.0,The slide does not move easily at all,"The slide does not move easily at all. The center has some sort of silicone coating that causes the plastic slide to stick, and it can be a struggle to get it to move.<br />This simple tool turned out to be much more of an irritation than a help. Very disappointed in this product.",2018-04-25 15:19:51.160000086,2018,Negative,CLEAN/DIRTY Dishwasher Magnet,Appliances,
B078P8SKYJ,5.0,Easy to put together,"Purchased item for a “dorm” size refrigerator. Item works well to increase the height so that you do not have to get on your knees to see what is in the refrigerator, which is great as this was for my elderly father’s senior community apartment.  Product was very easy to put together and is adjustable. It seems sturdy enough to hold heavier items.",2018-04-17 17:42:13.227999926,2018,Positive,"YOMYM Universal Mobile Base with 4 Strong Feet Multi-Functional Adjustable Base for Adjustable Dryer, Washing Machine and Refrigerator (Small)",Tools & Home Improvement,
B0032JTS5E,5.0,replacement filters,"Order came quickly and less expensive than price  at local stores , which don't even stock at this time. Product boxes were torn and crumpled inside AMAZON box(which was intact), but fortunately the filters were not damaged.",2023-02-06 20:44:44.131000042,2023,Positive,"Frigidaire WF2CB PureSource2 Ice And Water Filtration System, White,1-Pack",Tools & Home Improvement,$32.16
B08F3DY8CL,1.0,Not the right size,They do not fit,2021-09-11 17:47:07.957999945,2021,Negative,𝟮𝟬𝟮𝟯 𝙐𝙥𝙜𝙧𝙖𝙙𝙚𝙙 W10594481 Gas Range Stove Knobs 5pcs Replaces for Whirlpool Range/Oven WCG97US6DS00 WCG97US0DS00 - W10594481 Stainless Steel Cooker Stove Control Knobs Replaces AP6023301,Appliances,$26.27
B004H3XW1A,5.0,Perfect,Exactly what we were looking for.  Previous dairy cover broke and looked up the correct size for our fridge.  Fit perfectly.,2020-05-07 17:26:10.592999935,2020,Positive,GE WR22X10012 Genuine OEM Dairy Door (Clear) for GE Refrigerators,Tools & Home Improvement,
B01N7DKBID,5.0,How easy it is to install,Its a filter for our Samsung fridge. Its so good!,2022-11-16 14:48:59.967999935,2022,Positive,"PUREPLUS DA29-00020B Replacement for Samsung RF28HMEDBSR, RF263BEAESR, HDX FMS-2, HAF-CIN/EXP, RF4287HARS, PL-200, RFG297HDRS, RF28HFEDBSR, DA97-08006A 469101 RWF0700A Refrigerator Water Filter, 2PACK",Amazon Home,$24.99
B009ODV2E2,5.0,Fit my oven perfectly!,Fit my oven perfectly!,2018-03-29 17:30:43.464999914,2018,Positive,ERP W10256908 Oven Rack,Tools & Home Improvement,$40.25
B012P95E5E,5.0,So far so good,"I'm using this for my clothes washing machine. I will be replacing it with a more modern one soon and I wanted additional protection. My home's electrical panel doesn't have any free circuit spaces for a whole home surge protector and this one mentions power-back surge protection. Not exactly sure how that works, but it sounds good and I have some thoughts as to how a device like this could help with that. Prior to using this, most of the time when I would start my clothes washer, an ev charger which is on it's own circuit, but of course shares the same grounding system, would have it's GFI protection kick in. That's the only time it would. The outlet and circuit for the clothes washer (and the ev charger) are wired correctly. The only down side is for this product is that it' blocks not only outlets above or below it, but next to it. Meaning I can't have the gas dryer which uses a normal 15/20A 110V outlet plugged in at the same time. I was thinking of adding a separate electrical gang box and outlet for the dryer anyway, so I will make it work, but others could run into this problem.<br /><br />Update Jan 7 2019: The original intent of me purchasing this has been satisfied completely. With it in place, the EV charger no longer triggers a fault. In addition, there was an electric company issue in the neighborhood a week ago where we had a brownout - voltage dropped to 105 volts and sometimes down to 94 volts. This unit indicated undervoltage and stopped the electric supply to the washing machine - thus protecting it.",2018-11-01 01:01:11.967999935,2018,Positive,"APPLIANCE SHIELD Surge Protector - Protects Appliances From Damaging & Costly Voltage Spikes/Dips, Works Great for Appliances, Refrigerators, Freezers, Dryers. Best In Class 20 Amp, 2200 Watts.",Appliances,$29.98
B01LX4OPTP,5.0,Easy to install,"Perfect fit, easy to install.  Quick delivery!",2021-06-15 04:17:38.849999905,2021,Positive,Frigidaire Factory OEM 242009601 For 1513157 Water Filter Base,Amazon Home,$40.97
B013TINE4S,5.0,Great product if you need to jimmie  rig,"Wonderful product.  Since our dryer vent did not hook-up straight, we needed a slight turn. We constructed a go around by applying a periscope dryer vent to the back of the dryer and used some foil tape to attach to dryer at correct angle to match up with this magnetic hook-up.  The airflow works great!!",2017-09-27 17:41:41.045000076,2017,Positive,MagVent MV-180 Magnetic Dryer Vent Coupling,Appliances,$59.88
B07TP3CCRT,5.0,Feels like NEW!,Replacing my grate feet made my gas cooktop seem brand new again.,2022-06-07 17:51:37.137000084,2022,Positive,Rubber Grate Feet Kit for Bosch/Thermador 413552 - Stove Range Grates-16 Pack - New,Amazon Home,$10.88
B0128NKS4Y,4.0,fits my coffeemaker,the taller size keeps the grounds from overflowing,2021-08-13 14:02:51.127000093,2021,Positive,"Bunn BCF100 BCF100-B 100-Count Basket Filter (Pack Of 4),White, 4",Industrial & Scientific,$15.91
B00Y1XFQCO,5.0,Works perfect,"I bought this piece in conjunction with the start relay and installed, worked perfect",2023-03-20 12:57:27.130000114,2023,Positive,Genuine Frigidaire 297286803 Bearing-Hinge,Tools & Home Improvement,$22.95
B004XLDEAU,5.0,Five Stars,"Installed several weeks ago, still working perfectly. I expect to get another 8-10 years just as the original.",2015-09-16 12:41:01.000000000,2015,Positive,"Whirlpool 279834 Valve Coil for Dryer, Black",Tools & Home Improvement,$13.36
B07PRHKFT4,1.0,Not good For me,"I don’t like these, I had to cut them to my stove size and ruined quite a few. Not easy to use. I wouldn’t suggest them",2021-11-08 18:28:37.677999973,2021,Negative,"Stove Burner Covers - Gas Range Protectors Countertop Accessories for Kitchen Reusable, Customizable, Non Stick, Dishwasher Safe, Heat Resistant Stovetop Guard 8 Pack with Silicone Oil Brush",Tools & Home Improvement,
B00AUNNAVS,5.0,Great replacement parts,Fit perfectly,2021-03-21 18:41:13.561000109,2021,Positive,"AIRCARE Humidifier Bottle Valve Cap Fits Emerson Moistair, Kenmore 1 pack",All Beauty,$10.79
B079NMFRVR,5.0,Easy to install & works well,Easy to install & works well,2021-07-20 10:50:19.229000092,2021,Positive,Deflecto GH4WEC/2 Louvered Dryer Hood with Bird Guard,Tools & Home Improvement,$19.99
B00683IEA6,5.0,Great Machine,"This is an awesome ice maker.  We fish in the great NW and with the cost of the a bag of ice these days you could go broke in a few seasons.  We make ice and then store it in a oversized freezer.  The nice features of this item are the auto overfill prevention (stops when it's full) and the cleaning cycle.  The ice is always fresh tasting, too...after a long day of fishing a nice cold drink is just a few cubes away.  We did not build it in so we can store it in the winter.  Great machine.",2013-11-05 00:56:16.000000000,2013,Positive,"Maxx Ice MIM75 Commercial Ice Maker Machine, Stainless Steel Self-Contained Undercounter Design Makes Bullet Cubes with 25-Pound Storage, 75-lbs, Metallic",Appliances,$1499.00
B017OFOP68,5.0,Great product,We use this camping for the best coffee!,2020-07-05 23:34:47.200999975,2020,Positive,Chemex Bonded Filter - Natural Square - 100 ct - Exclusive Packaging,Amazon Home,$18.95
B01C97GYCY,5.0,Good,Works,2019-06-14 20:24:10.311000109,2019,Positive,Edgewater parts AP4411070 Gas Valve Knob Compatible with GE Oven/Ranges,Tools & Home Improvement,$18.39
B0169T71UW,5.0,Great fridge filter,Great filters,2021-11-11 14:04:08.582000017,2021,Positive,"ICEPURE 4396508 Refrigerator Water Filter Replacement for EveryDrop Filter 5, EDR5RXD1, Whirlpool 4392857, NL300, 4396510, 4396509, 4396547, LC400V, 4396510p, WF-NLC240V,PNL240V, 2PACK",Camera & Photo,$25.99
B07TQSDLT7,5.0,My refigerator works now.,My refigerator works now.,2022-12-24 14:50:52.286999941,2022,Positive,"WR60X10185 Evaporator Fan Motor for General Electric Refrigerator by AMI PARTS,Replaces Part Numbers WR23X10353 WR23X10355 WR23X10364 PS1019114 AP3875639 WR60X10043 WR60X10154",Industrial & Scientific,$15.99
B010MNQ2DI,1.0,Avoid! This filter will not stay installed. It pops out of the filter housing causing a major leak.,"I purchased this as a replacement for my mom's Kenmore Elite Coldspot refrigerator/freezer after consulting the Clear Choice website for compatibility. Unfortunately I didn't attempt to install it until after the return period expired, so learn by my mistake.",2022-02-07 22:45:27.805999994,2022,Negative,"Clear Choice Taste Filter Replacement for Whirlpool 4396508 EDR5RXD1 Filter Compatible with FILTER5 WF285 WPRF-100 8212652 Refrigerator Water Filter, NSF/ANSI 42, Box of 2, Made in the USA",Tools & Home Improvement,$32.99
B0B6W2HJ6V,2.0,These do not work on my Kenmore range top,"I think these might work in many situations, but not mine.<br /><br />My Kenmore range top requires the knobs to be first pushed down to be turned. When these replacement knobs are installed, they can not be pushed down, and so can't be turned.<br /><br />I've discarded these knobs. A good idea but not in my case.",2022-11-29 14:52:29.492000103,2022,Negative,BlueStars Upgraded KN002 RKE Universal Electric Range Knob Kit Replacement Exact Fit for Whirlpool Gas Stoves - Replaces AP5641247 MA-XP6 RK103,Tools & Home Improvement,
B07CH4J23W,5.0,Belt replaced original belt just fine,Replaced an 18 year old dryer belt.  Did not use pulley.,2019-09-01 12:09:18.453000069,2019,Positive,Supplying Demand 341241 691366 Clothes Dryer Belt and Pulley Replacement Kit,Tools & Home Improvement,
B081JSPLF4,5.0,Quick and excellent!,"This is the 2nd time I’ve bought these knobs for my stove! So much quicker, easier and more affordable than going to the manufacturer for the knobs! I’m so glad someone shared this knowledge w me!!!",2021-08-27 21:59:32.263000010,2021,Positive,"UPGRADE Metal Shaped 5 PCS EBZ37189611(4) EBZ37189609 (1) Stove Knobs Replacements for LG Gas Range,LRG30355ST LRG30357ST LRG30855ST Gas Stove Replacement Knob, D-shaped 0.27 In has a Metal Shaped",Tools & Home Improvement,$38.99
B07YSWPR9W,5.0,Nice Kit,I bought these mainly just for the slides and the top plastic piece (the kit was a really good deal.)  Both fit very well in my older GE dryer.  Next time the slides need replaced I'll look at replacing the belt as well.  Model EED3000B1WW,2023-01-11 18:23:45.604000092,2023,Positive,WE49X20697 Dryer Bearing Repair Kit GE - WE3M26 Dryer Front Drum Bearing - WE03X29897 Dryer Belt - WE09X27634 Dryer Felt - WE1M504 Dryer Front Drum Slide - WE1M1067 Dryer Bearing Drum Slide,Tools & Home Improvement,$33.95
B00UD83Y7A,1.0,Not what u seen on tv,Not worth @ all,2019-12-21 18:37:28.053999901,2019,Negative,As Seen On TV 347034-BC00380150 Partable Wonder Washer,Appliances,$75.99
B078BMXQDT,5.0,Money saver,Thought we were going to have to buy a new dishwasher but this saved us! Our original melted somehow but now we're back in business.,2023-04-23 17:07:36.681999922,2023,Positive,Frigidaire 5304506660 Lower Wash Arm,Tools & Home Improvement,$56.55
B0BBGFRL9X,5.0,Great sonic type ice,We love our new icemaker. We use it to make a bunch of ice to store for later. We don’t keep it plugged in and on as it is loud and quite bulky on the countertop.,2023-02-26 22:27:13.051000118,2023,Positive,"Silonn Countertop Nugget Ice Maker, Pebble Ice Maker Machine, 44lbs of Ice Per Day, Automatic Timer & Self-Cleaning, Pellet Ice Maker for Home Office Bar Party",Appliances,$249.47
B004XLDE5A,1.0,Previously before installation this part tested good. Don't know if there is a warranty of ...,I only needed part 3977393 (dryer thermal cutoff fuse).  The company stamped on it is FSP. I received it Aug 17. Today is Sept 10 and this part is no longer working. I tested it using a continuity tester and its dead. Previously before installation this part tested good. Don't know if there is a warranty of if I can get my money back. Gonna have to research that.,2015-09-10 14:41:26.000000000,2015,Negative,Whirlpool 279816 SET194 Thermostat Kit,Tools & Home Improvement,
B07HJGFXW9,5.0,"Gee whiz, it’s like a new stove!",Love it!,2023-03-15 21:56:30.573999882,2023,Positive,Kitchen Basics 101 Black Porcelain Style A 1 Large 8” and 3 Small 6” Replacement for Whirlpool Electrolux Frigidaire,Tools & Home Improvement,$19.86
